   0.0000000000000000e+00   2.3876142269000411e-01  -1.7318818990956061e+01   3.7049482613685541e+01
   1.0000000000000000e+00  -5.1495651090740466e+00  -1.4143374451817238e+01   4.1793871951198753e+01
   2.0000000000000000e+00  -9.9519368592609680e+00  -1.1402215700476745e+01   4.6187963234319795e+01
   3.0000000000000000e+00  -1.4168353827955798e+01  -9.0953427367740005e+00   5.0231756462947487e+01
   4.0000000000000000e+00  -1.7798816014961631e+01  -7.2227555607687464e+00   5.3925251637108886e+01
   5.0000000000000000e+00  -2.0843323420445813e+01  -5.7844541725025920e+00   5.7268448756793077e+01
   6.0000000000000000e+00  -2.3301876044228266e+01  -4.7804385719173297e+00   6.0261347822084645e+01
   7.0000000000000000e+00  -2.5174473886501801e+01  -4.2107087590011361e+00   6.2903948832852620e+01
   8.0000000000000000e+00  -2.6461116947204573e+01  -4.0752647338413226e+00   6.5196251789209782e+01
   9.0000000000000000e+00  -2.7161805226220167e+01  -4.3741064963542158e+00   6.7138256691068818e+01
   1.0000000000000000e+01  -2.7276538723745034e+01  -5.1072340465907473e+00   6.8729963538469747e+01
   1.1000000000000000e+01  -2.6805317439633654e+01  -6.2746473844963475e+00   6.9971372331441671e+01
   1.2000000000000000e+01  -2.5878132615308516e+01  -7.7544440381591784e+00   7.0933781589644113e+01
   1.3000000000000000e+01  -2.4989316304344811e+01  -9.0830520104157699e+00   7.1888326070544906e+01
   1.4000000000000000e+01  -2.4186956337500305e+01  -1.0215375759809262e+01   7.2861381329128790e+01
   1.5000000000000000e+01  -2.3471052714715370e+01  -1.1151415286295787e+01   7.3852947365403452e+01
   1.6000000000000000e+01  -2.2841605435934071e+01  -1.1891170589890407e+01   7.4863024179397144e+01
   1.7000000000000000e+01  -2.2298614501240081e+01  -1.2434641670606652e+01   7.5891611771067346e+01
   1.8000000000000000e+01  -2.1842079910580651e+01  -1.2781828528402002e+01   7.6938710140457260e+01
   1.9000000000000000e+01  -2.1472001663980336e+01  -1.2932731163319659e+01   7.8004319287536418e+01
   2.0000000000000000e+01  -2.1188379761439137e+01  -1.2887349575359622e+01   7.9088439212291632e+01
   2.1000000000000000e+01  -2.0991214202960691e+01  -1.2645683764492787e+01   8.0191069914782929e+01
   2.2000000000000000e+01  -2.0880504988483153e+01  -1.2207733730732798e+01   8.1312211394948463e+01
   2.3000000000000000e+01  -2.0856252118101111e+01  -1.1573499474097844e+01   8.2451863652819156e+01
   2.4000000000000000e+01  -2.0918455591781822e+01  -1.0742980994560639e+01   8.3610026688373182e+01
   2.5000000000000000e+01  -2.1067115409481630e+01  -9.7161782921066333e+00   8.4786700501652376e+01
   2.6000000000000000e+01  -2.1300999481894102e+01  -8.4958406957265620e+00   8.5980917238289720e+01
   2.7000000000000000e+01  -2.1542584989857630e+01  -7.2549554401361682e+00   8.7131779695533083e+01
   2.8000000000000000e+01  -2.1745738320838200e+01  -6.0964667442605105e+00   8.8203048118599071e+01
   2.9000000000000000e+01  -2.1910459474806885e+01  -5.0203746080741780e+00   8.9194722507487597e+01
   3.0000000000000000e+01  -2.2036748451821722e+01  -4.0266790315807839e+00   9.0106802862173254e+01
   3.1000000000000000e+01  -2.2124605251809953e+01  -3.1153800147766333e+00   9.0939289182685116e+01
   3.2000000000000000e+01  -2.2174029874800908e+01  -2.2864775576691727e+00   9.1692181468994136e+01
   3.3000000000000000e+01  -2.2185022320807548e+01  -1.5399716602723856e+00   9.2365479721115207e+01
   3.4000000000000000e+01  -2.2157582589848062e+01  -8.7586232255102914e-01   9.2959183939054583e+01
   3.5000000000000000e+01  -2.2091710681874247e+01  -2.9414954453272912e-01   9.3473294122798734e+01
   3.6000000000000000e+01  -2.1987406596919755e+01   2.0516667378115017e-01   9.3907810272354709e+01
   3.7000000000000000e+01  -2.1844670334965485e+01   6.2208633240652489e-01   9.4262732387722281e+01
   3.8000000000000000e+01  -2.1663501895987793e+01   9.5660943134089393e-01   9.4538060468900767e+01
   3.9000000000000000e+01  -2.1443901280053979e+01   1.2087359705869858e+00   9.4733794515913360e+01
   4.0000000000000000e+01  -2.1185868487122207e+01   1.3784659501152419e+00   9.4849934528701851e+01
   4.1000000000000000e+01  -2.0889403517221581e+01   1.4657993699620420e+00   9.4886480507316264e+01
