-5.681303922581719235e+00 3.392587432921573054e+00 4.919538364774780348e+00
-5.095349141004589910e+00 2.958301645239657773e+00 4.569240310317127296e+00
-4.509394359383804840e+00 2.524015857543190577e+00 4.218942255855836265e+00
-3.923439577798490063e+00 2.089730069832512527e+00 3.868644201398637961e+00
-3.337484796222270234e+00 1.655444282146618207e+00 3.518346146944168140e+00
-2.751530014618765563e+00 1.221158494445262477e+00 3.168048092488788825e+00
-2.165575233077106532e+00 7.868727067316285684e-01 2.817750038015219616e+00
-1.579620451477239840e+00 3.525869190334560699e-01 2.467451983563478279e+00
-9.936656698737351689e-01 -8.169886866744491272e-02 2.117153929104460985e+00
-4.077108882847824134e-01 -5.159846563683458953e-01 1.766855874647262681e+00
1.782438933041703422e-01 -9.502704440692468779e-01 1.416557820186426397e+00
7.641986748894851189e-01 -1.384556231767419376e+00 1.066259765731956577e+00
9.320444829285747801e-01 -1.426750083719042550e+00 9.452890920410652598e-01
8.455881388861143932e-01 -1.230465860827735014e+00 9.637998697387502034e-01
7.591317948345022160e-01 -1.034181637932761078e+00 9.823106474383394016e-01
6.726754507867553912e-01 -8.378974150386966357e-01 1.000821425136905418e+00
5.862191067299136193e-01 -6.416131921528176463e-01 1.019332202831037648e+00
4.997627626753455843e-01 -4.453289692598900729e-01 1.037842980530058412e+00
4.133064186253250227e-01 -2.490447463651435100e-01 1.056353758229079176e+00
3.268500745725759771e-01 -5.276052347289805766e-02 1.074864535925371456e+00
2.403937305234649102e-01 1.435236994186652737e-01 1.093375313622800604e+00
1.539373864707158646e-01 3.398079223102286051e-01 1.111886091320684500e+00
6.748104241796681890e-02 5.360921452024740574e-01 1.130396869019023143e+00
-1.897530163478222676e-02 7.323763680938100151e-01 1.148907646715997544e+00
-1.054316456848027883e-01 9.286605909865102149e-01 1.167418424415245681e+00
-1.918879897402803181e-01 1.124944813878755667e+00 1.185929202110855840e+00
-2.608015964567975686e-01 1.282083535428217402e+00 1.190659474350726832e+00
-2.223694194684071590e-01 1.199686975732113581e+00 1.111065440161951301e+00
-1.839372424763610070e-01 1.117290416036468059e+00 1.031471405974102140e+00
-1.455050654872138693e-01 1.034893856341682294e+00 9.518773717843771465e-01
-1.070728884942013792e-01 9.524972966455891310e-01 8.722833375965137748e-01
-6.864071149948358652e-02 8.701007369504054623e-01 7.926893034072861610e-01
-3.020853450846061605e-02 7.877041772556481192e-01 7.130952692186838249e-01
8.223642485518212197e-03 7.053076175598107511e-01 6.335012350288593552e-01
4.665581947529062745e-02 6.229110578643712870e-01 5.539072008411949355e-01
8.508799646801890049e-02 5.405144981689886663e-01 4.743131666515978395e-01
1.235201734596103051e-01 4.581179384733218285e-01 3.947191324629102382e-01
1.619523504518838308e-01 3.757213787782234249e-01 3.151250982751889751e-01
2.003845274414288724e-01 2.933248190819313095e-01 2.355310640853076620e-01
2.388167044352940138e-01 2.109282593867192190e-01 1.559370298967905910e-01
2.772488814257485501e-01 1.285316996908250076e-01 7.634299570793245948e-02
3.156810584193863178e-01 4.613513999549923028e-02 -3.251038481266732560e-03
3.541132354109777225e-01 -3.626141969971286017e-02 -8.284507266955642990e-02
3.925454124027965008e-01 -1.186579793953796980e-01 -1.624391068583008746e-01
4.309775893939331581e-01 -2.010545390910465358e-01 -2.420331410473863798e-01
4.694097663868888048e-01 -2.834510987862586262e-01 -3.216271752362445113e-01
5.078419433784802095e-01 -3.658476584818117772e-01 -4.012212094251026429e-01
5.462741203696168668e-01 -4.482442181777059886e-01 -4.808152436139607744e-01
5.847062973621177662e-01 -5.306407778726907054e-01 -5.604092778025915322e-01
6.231384743546186655e-01 -6.130373375685849169e-01 -6.400033119912222901e-01
6.615706513457553228e-01 -6.954338972643654415e-01 -7.195973461805351690e-01
6.801234560559334952e-01 -7.438098814515927693e-01 -7.657823979338824749e-01
6.555096920389331672e-01 -7.183127327334286605e-01 -7.394223453554538139e-01
6.308959280246568824e-01 -6.928155840145819866e-01 -7.130622927756604668e-01
6.062821640085616082e-01 -6.673184352961882837e-01 -6.867022401967730616e-01
5.816683999933758287e-01 -6.418212865775672071e-01 -6.603421876174380145e-01
5.570546359772663436e-01 -6.163241378594079833e-01 -6.339821350386714016e-01
5.324408719621089858e-01 -5.908269891408934882e-01 -6.076220824599971593e-01
5.078271079464968807e-01 -5.653298404220379325e-01 -5.812620298803210517e-01
4.832133439317090051e-01 -5.398326917032107986e-01 -5.549019773013412760e-01
4.585995799156137309e-01 -5.143355429852789484e-01 -5.285419247223330785e-01
4.339858158992910830e-01 -4.888383942666507664e-01 -5.021818721434527788e-01
4.093720518834516042e-01 -4.633412455481362713e-01 -4.758218195639898340e-01
3.847582878689195240e-01 -4.378440968294228242e-01 -4.494617669849105823e-01
3.601445238533074189e-01 -4.123469481110220158e-01 -4.231017144061155477e-01
3.355307598379226874e-01 -3.868497993923369904e-01 -3.967416618268089223e-01
3.109169958218558349e-01 -3.613526506740072364e-01 -3.703816092476017729e-01
2.863032318070963811e-01 -3.358555019551374698e-01 -3.440215566683093584e-01
2.616894677914842759e-01 -3.103583532370350895e-01 -3.176615040896137998e-01
2.370757037766111353e-01 -2.848612045183642749e-01 -2.913014515104919155e-01
2.124619397600895354e-01 -2.593640558000060992e-01 -2.649413989312279227e-01
1.878481757447048039e-01 -2.338669070815342366e-01 -2.385813463521628819e-01
1.632344117297179764e-01 -2.083697583628350003e-01 -2.122212937730694193e-01
1.386206477139921844e-01 -1.828726096443631377e-01 -1.858612411939475351e-01
1.140068836979253319e-01 -1.573754609258344317e-01 -1.595011886148824942e-01
8.939311968310903467e-02 -1.318783122072773040e-01 -1.331411360355616580e-01
6.477935566715586901e-02 -1.063811634888907065e-01 -1.067810834567524125e-01
4.016559165222588490e-02 -8.088401477013462681e-02 -8.042103087754526314e-02
1.555182763661377976e-02 -5.538686605160592080e-02 -5.406097829853706571e-02
-9.061936378884638543e-03 -2.988971733313405821e-02 -2.770092571938675974e-02
-3.367570039415568317e-02 -4.392568614662195614e-03 -1.340873140179610346e-03
-5.828946441010884882e-02 2.110458010372440185e-02 2.501917943891385221e-02
-8.290322842560726713e-02 4.660172882228152957e-02 5.137923201783678451e-02
-1.075169924412193723e-01 7.209887754083865730e-02 7.773928459710077732e-02
-1.321307564566041037e-01 9.759602625933894160e-02 1.040993371761373965e-01
-1.567445204723298957e-01 1.230931749778392259e-01 1.304593897552877024e-01
-1.813582844877146272e-01 1.485903236963963536e-01 1.568194423342674781e-01
-2.059720485032130455e-01 1.740874724148966379e-01 1.831794949134746275e-01
-2.305858125189388375e-01 1.995846211333400788e-01 2.095395474923975598e-01
-2.551995765344372558e-01 2.250817698518403631e-01 2.358996000716615526e-01
-2.798133405498219872e-01 2.505789185703974908e-01 2.622596526506981718e-01
-3.044271045652067187e-01 2.760760672890114620e-01 2.886197052298484778e-01
-3.290408685808188238e-01 3.015732160075117463e-01 3.149797578088850969e-01
-3.536546325963172421e-01 3.270703647260120306e-01 3.413398103880354029e-01
-3.782683966121567209e-01 3.525675134445123149e-01 3.676998629670151786e-01
-4.028821606275414524e-01 3.780646621630125992e-01 3.940599155461086411e-01
-4.274959246426988102e-01 4.035618108815128835e-01 4.204199681253726339e-01
-4.521096886585382890e-01 4.290589596000131678e-01 4.467800207043524097e-01
-4.767234526741503942e-01 4.545561083184566087e-01 4.731400732832753420e-01
-5.013372166893077519e-01 4.800532570371274232e-01 4.995001258628235519e-01
-5.259509807046924834e-01 5.055504057557982378e-01 5.258601784420307013e-01
-5.505647447207593359e-01 5.310475544739574616e-01 5.522202310206694165e-01
-5.751785087354619463e-01 5.565447031927988064e-01 5.785802836000470961e-01
-5.754993736740958710e-01 5.575104805779025341e-01 5.796550744949873213e-01
-5.593703300118448851e-01 5.418648681506788023e-01 5.636079795955186711e-01
-5.432412863505042822e-01 5.262192557235696455e-01 5.475608846962209952e-01
-5.271122426891636792e-01 5.105736432962899585e-01 5.315137897965822589e-01
-5.109831990271374025e-01 4.949280308690084951e-01 5.154666948973414264e-01
-4.948541553654592917e-01 4.792824184417838751e-01 4.994195999979282874e-01
-4.787251117037811809e-01 4.636368060145059644e-01 4.833725050985755445e-01
-4.625960680421883353e-01 4.479911935871747630e-01 4.673254101990025333e-01
-4.464670243805244354e-01 4.323455811599430376e-01 4.512783152998096625e-01
-4.303379807189742223e-01 4.166999687327148649e-01 4.352312204003396801e-01
-4.142089370571540030e-01 4.010543563054440597e-01 4.191841255009904899e-01
-3.980798933953622054e-01 3.854087438781661490e-01 4.031370306015844562e-01
-3.819508497333288233e-01 3.697631314508313949e-01 3.870899357022281606e-01
-3.658218060716649234e-01 3.541175190237453307e-01 3.710428408027581781e-01
-3.496927624098589149e-01 3.384719065964674201e-01 3.549957459034018825e-01
-3.335637187482802801e-01 3.228262941691042442e-01 3.389486510039319000e-01
-3.174346750867300671e-01 3.071806817419258095e-01 3.229015561045400773e-01
-3.013056314250661671e-01 2.915350693145910554e-01 3.068544612051056220e-01
-2.851765877632317370e-01 2.758894568872847231e-01 2.908073663057280100e-01
-2.690475441018236324e-01 2.602438444600210232e-01 2.747602714064072416e-01
-2.529185004398755154e-01 2.445982320329562754e-01 2.587131765070154188e-01
-2.367894567783253024e-01 2.289526196056073104e-01 2.426660816076378069e-01
-2.206604131164624505e-01 2.133070071783293997e-01 2.266189867081607190e-01
-2.045313694548553940e-01 1.976613947511083325e-01 2.105718918087831071e-01
-1.884023257931630724e-01 1.820157823238020001e-01 1.945247969093770735e-01
-1.722732821314139073e-01 1.663701698966093545e-01 1.784777020100989375e-01
-1.561442384695510555e-01 1.507245574693030221e-01 1.624306071106360605e-01
-1.400151948080861075e-01 1.350789450421103766e-01 1.463835122112300269e-01
-1.238861511461095688e-01 1.194333326149177310e-01 1.303364173118808367e-01
-1.077571074844740906e-01 1.037877201875971878e-01 1.142893224124748031e-01
-9.162806382289545581e-02 8.814210776030506622e-02 9.824222751294087175e-02
-7.549902016114629077e-02 7.249649533305557725e-02 8.219513261357747069e-02
-5.936997649939712574e-02 5.685088290579187742e-02 6.614803771412880451e-02
-4.324093283798902121e-02 4.120527047851396674e-02 5.010094281473698175e-02
-2.711188917612616933e-02 2.555965805126447776e-02 3.405384791534515898e-02
-1.098284551443384771e-02 9.914045623986567080e-03 1.800675301592491451e-02
5.146198147258473909e-03 -5.731566803206078475e-03 1.959658116589935162e-03
2.127524180906448237e-02 -2.137717923048398916e-02 -1.408743678277346589e-02
3.740428547069996057e-02 -3.702279165776189984e-02 -3.013453168222213208e-02
5.353332913233543877e-02 -5.266840408498296711e-02 -4.618162658164237655e-02
6.966237279419829065e-02 -6.831401651226087779e-02 -6.222872148103419931e-02
8.579141645577692543e-02 -8.395962893953878847e-02 -7.827581638045444379e-02
1.019204601175260905e-01 -9.960524136678827745e-02 -9.432291127984626655e-02
1.180495037792184121e-01 -1.152508537940377664e-01 -1.103700061792380893e-01
1.341785474409107337e-01 -1.308964662212872554e-01 -1.264171010786299121e-01
1.503075911026030553e-01 -1.465420786485367444e-01 -1.424641959780217348e-01
1.664366347644090638e-01 -1.621876910757578116e-01 -1.585112908773851359e-01
1.825656784261582288e-01 -1.778333035030641440e-01 -1.745583857767769587e-01
1.986947220877937070e-01 -1.934789159303136330e-01 -1.906054806762540466e-01
2.148237657493154984e-01 -2.091245283576199654e-01 -2.066525755756458693e-01
2.309528094110646634e-01 -2.247701407848410327e-01 -2.226996704750092704e-01
2.470818530728138285e-01 -2.404157532120905216e-01 -2.387467653743726714e-01
2.632108967344493067e-01 -2.560613656393968540e-01 -2.547938602738213376e-01
2.793399403961984717e-01 -2.717069780665894996e-01 -2.708409551732415821e-01
2.954689840579476368e-01 -2.873525904938105668e-01 -2.868880500725765614e-01
3.115980277198104886e-01 -3.029982029210884775e-01 -3.029351449720252276e-01
3.277270713813322800e-01 -3.186438153483379665e-01 -3.189822398713886287e-01
3.438561150428540714e-01 -3.342894277756727206e-01 -3.350293347708372949e-01
3.599851587047169232e-01 -3.499350402028937879e-01 -3.510764296702006959e-01
3.761142023664660883e-01 -3.655806526301148551e-01 -3.671235245696493621e-01
3.922432460281015665e-01 -3.812262650574211875e-01 -3.831706194690127631e-01
4.083722896897370447e-01 -3.968718774846706765e-01 -3.992177143684330076e-01
4.245013333515998966e-01 -4.125174899118633220e-01 -4.152648092678532521e-01
4.406303770134627484e-01 -4.281631023391696544e-01 -4.313119041671598097e-01
4.567594206747571661e-01 -4.438087147664759868e-01 -4.473589990666368976e-01
4.728884643365063312e-01 -4.594543271937254758e-01 -4.634060939659434553e-01
4.890175079982554962e-01 -4.750999396209181214e-01 -4.794531888654205432e-01
5.051465516600046612e-01 -4.907455520481676103e-01 -4.955002837647271008e-01
5.125937362015267063e-01 -4.977291097448758306e-01 -5.029733631738594335e-01
5.021795163114113336e-01 -4.868920070720479387e-01 -4.928069075288004086e-01
4.917652964215264433e-01 -4.760549043990485174e-01 -4.826404518839106927e-01
4.813510765310695660e-01 -4.652178017263626231e-01 -4.724739962389659098e-01
4.709368566410709889e-01 -4.543806990534768886e-01 -4.623075405941339255e-01
4.605226367507313512e-01 -4.435435963807048410e-01 -4.521410849493285866e-01
4.501084168602744739e-01 -4.327064937079612150e-01 -4.419746293044397589e-01
4.396941969701515518e-01 -4.218693910351092313e-01 -4.318081736595544839e-01
4.292799770799362591e-01 -4.110322883623034329e-01 -4.216417180147757904e-01
4.188657571897067555e-01 -4.001951856894478965e-01 -4.114752623698265666e-01
4.084515372998254179e-01 -3.893580830165888074e-01 -4.013088067249377389e-01
3.980373174092619593e-01 -3.785209803438753795e-01 -3.911423510801341763e-01
3.876230975193664108e-01 -3.676838776709061563e-01 -3.809758954351565308e-01
3.772088776289166390e-01 -3.568467749981607540e-01 -3.708094397903849426e-01
3.667946577390353013e-01 -3.460096723252448214e-01 -3.606429841453504537e-01
